datetime,open,high,low,close,volume,symbol,timeframe
2025-12-19 13:43:00+0530,59071.1484375,59090.25,59071.1484375,59081.55078125,0,banknifty,1min
2025-12-19 13:44:00+0530,59081.94921875,59096.6015625,59071.19921875,59096.6015625,0,banknifty,1min
2025-12-19 13:45:00+0530,59094.6484375,59103.6015625,59092.0,59092.0,0,banknifty,1min
2025-12-19 13:46:00+0530,59089.8984375,59107.6015625,59087.8984375,59105.55078125,0,banknifty,1min
2025-12-19 13:47:00+0530,59105.55078125,59124.1484375,59105.55078125,59112.05078125,0,banknifty,1min
2025-12-19 13:48:00+0530,59112.19921875,59124.6015625,59110.05078125,59121.94921875,0,banknifty,1min
2025-12-19 13:49:00+0530,59121.5,59124.3515625,59100.3984375,59116.44921875,0,banknifty,1min
2025-12-19 13:50:00+0530,59113.25,59117.1484375,59104.94921875,59111.80078125,0,banknifty,1min
2025-12-19 13:51:00+0530,59114.55078125,59118.6484375,59111.0,59115.05078125,0,banknifty,1min
2025-12-19 13:52:00+0530,59114.80078125,59122.6015625,59110.6015625,59121.44921875,0,banknifty,1min
2025-12-19 13:53:00+0530,59120.44921875,59121.30078125,59106.1484375,59110.8515625,0,banknifty,1min
2025-12-19 13:54:00+0530,59113.05078125,59116.80078125,59101.80078125,59101.80078125,0,banknifty,1min
2025-12-19 13:55:00+0530,59105.19921875,59111.1015625,59096.55078125,59103.69921875,0,banknifty,1min
2025-12-19 13:56:00+0530,59102.6484375,59113.94921875,59099.94921875,59111.6484375,0,banknifty,1min
2025-12-19 13:57:00+0530,59112.19921875,59117.94921875,59106.44921875,59115.44921875,0,banknifty,1min
2025-12-19 13:58:00+0530,59115.75,59119.75,59103.94921875,59112.0,0,banknifty,1min
2025-12-19 13:59:00+0530,59113.94921875,59117.6484375,59105.1484375,59109.05078125,0,banknifty,1min
2025-12-19 14:00:00+0530,59114.19921875,59119.05078125,59111.25,59115.19921875,0,banknifty,1min
2025-12-19 14:01:00+0530,59114.1484375,59125.1015625,59113.69921875,59125.1015625,0,banknifty,1min
2025-12-19 14:02:00+0530,59125.1015625,59125.25,59108.80078125,59112.05078125,0,banknifty,1min
2025-12-19 14:03:00+0530,59115.19921875,59116.0,59097.1484375,59097.1484375,0,banknifty,1min
2025-12-19 14:04:00+0530,59095.6484375,59098.30078125,59067.69921875,59089.69921875,0,banknifty,1min
2025-12-19 14:05:00+0530,59091.3984375,59102.5,59086.25,59098.8984375,0,banknifty,1min
2025-12-19 14:06:00+0530,59098.69921875,59106.6015625,59077.8515625,59080.44921875,0,banknifty,1min
2025-12-19 14:07:00+0530,59086.05078125,59087.80078125,59066.3984375,59069.6484375,0,banknifty,1min
2025-12-19 14:08:00+0530,59068.75,59081.75,59063.3515625,59079.1484375,0,banknifty,1min
2025-12-19 14:09:00+0530,59080.19921875,59084.80078125,59070.44921875,59074.80078125,0,banknifty,1min
2025-12-19 14:10:00+0530,59080.05078125,59080.25,59066.1015625,59072.6484375,0,banknifty,1min
2025-12-19 14:11:00+0530,59074.6484375,59074.6484375,59058.94921875,59060.6484375,0,banknifty,1min
2025-12-19 14:12:00+0530,59061.3984375,59080.30078125,59060.6015625,59074.8984375,0,banknifty,1min
2025-12-19 14:13:00+0530,59076.19921875,59080.30078125,59064.0,59064.0,0,banknifty,1min
2025-12-19 14:14:00+0530,59065.6484375,59076.3515625,59065.1015625,59070.25,0,banknifty,1min
2025-12-19 14:15:00+0530,59069.55078125,59074.75,59063.80078125,59069.94921875,0,banknifty,1min
2025-12-19 14:16:00+0530,59070.75,59085.80078125,59063.0,59083.1484375,0,banknifty,1min
2025-12-19 14:17:00+0530,59083.69921875,59089.6484375,59078.0,59082.1015625,0,banknifty,1min
2025-12-19 14:18:00+0530,59081.44921875,59091.80078125,59076.3984375,59089.6015625,0,banknifty,1min
2025-12-19 14:19:00+0530,59088.44921875,59096.75,59082.19921875,59093.94921875,0,banknifty,1min
2025-12-19 14:20:00+0530,59094.94921875,59099.55078125,59082.3984375,59095.05078125,0,banknifty,1min
2025-12-19 14:21:00+0530,59095.25,59101.25,59089.69921875,59095.6015625,0,banknifty,1min
2025-12-19 14:22:00+0530,59095.19921875,59101.1484375,59091.1484375,59091.1484375,0,banknifty,1min
2025-12-19 14:23:00+0530,59092.75,59104.8984375,59091.6484375,59104.8984375,0,banknifty,1min
2025-12-19 14:24:00+0530,59105.44921875,59123.44921875,59101.1484375,59119.19921875,0,banknifty,1min
2025-12-19 14:25:00+0530,59121.6015625,59134.05078125,59104.5,59105.0,0,banknifty,1min
