datetime,open,high,low,close,volume,symbol,timeframe
2025-12-19 13:43:00+0530,84954.71875,84967.2890625,84949.8671875,84953.09375,0,sensex,1min
2025-12-19 13:44:00+0530,84954.53125,84966.1484375,84951.828125,84957.7578125,0,sensex,1min
2025-12-19 13:45:00+0530,84957.6171875,84973.296875,84956.9921875,84963.7265625,0,sensex,1min
2025-12-19 13:46:00+0530,84960.8984375,84974.0234375,84955.53125,84973.4609375,0,sensex,1min
2025-12-19 13:47:00+0530,84974.328125,84989.609375,84973.328125,84983.203125,0,sensex,1min
2025-12-19 13:48:00+0530,84981.09375,84991.953125,84980.2109375,84989.3125,0,sensex,1min
2025-12-19 13:49:00+0530,84988.71875,84988.71875,84969.9375,84974.2890625,0,sensex,1min
2025-12-19 13:50:00+0530,84974.2890625,84975.6796875,84957.71875,84962.34375,0,sensex,1min
2025-12-19 13:51:00+0530,84960.9296875,84979.75,84956.3671875,84978.421875,0,sensex,1min
2025-12-19 13:52:00+0530,84977.71875,84979.609375,84967.921875,84976.03125,0,sensex,1min
2025-12-19 13:53:00+0530,84975.6796875,84978.6484375,84964.0390625,84967.640625,0,sensex,1min
2025-12-19 13:54:00+0530,84970.6796875,84975.9296875,84962.3671875,84963.65625,0,sensex,1min
2025-12-19 13:55:00+0530,84966.0390625,84968.3828125,84955.859375,84955.859375,0,sensex,1min
2025-12-19 13:56:00+0530,84956.078125,84961.4921875,84947.7578125,84958.328125,0,sensex,1min
2025-12-19 13:57:00+0530,84958.328125,84973.6484375,84957.1484375,84967.7890625,0,sensex,1min
2025-12-19 13:58:00+0530,84968.8984375,84975.65625,84956.1484375,84957.296875,0,sensex,1min
2025-12-19 13:59:00+0530,84957.296875,84971.1484375,84956.2421875,84965.4296875,0,sensex,1min
2025-12-19 14:00:00+0530,84965.578125,84973.7578125,84964.5390625,84973.7578125,0,sensex,1min
2025-12-19 14:01:00+0530,84974.8203125,84984.8203125,84971.3984375,84975.7578125,0,sensex,1min
2025-12-19 14:02:00+0530,84975.2890625,84982.09375,84973.6328125,84981.5703125,0,sensex,1min
2025-12-19 14:03:00+0530,84980.1171875,84980.890625,84965.8515625,84966.296875,0,sensex,1min
2025-12-19 14:04:00+0530,84965.1171875,84965.1171875,84926.0703125,84932.421875,0,sensex,1min
2025-12-19 14:05:00+0530,84933.03125,84944.4765625,84929.96875,84942.703125,0,sensex,1min
