datetime,open,high,low,close,volume,symbol,timeframe
2025-12-19 13:43:00+0530,25972.099609375,25976.599609375,25971.69921875,25975.349609375,0,nifty50,1min
2025-12-19 13:44:00+0530,25975.650390625,25978.349609375,25971.44921875,25977.650390625,0,nifty50,1min
2025-12-19 13:45:00+0530,25976.599609375,25979.349609375,25974.0,25975.650390625,0,nifty50,1min
2025-12-19 13:46:00+0530,25975.55078125,25980.650390625,25975.5,25979.400390625,0,nifty50,1min
2025-12-19 13:47:00+0530,25980.05078125,25984.69921875,25978.5,25981.30078125,0,nifty50,1min
2025-12-19 13:48:00+0530,25981.5,25982.05078125,25978.650390625,25981.400390625,0,nifty50,1min
2025-12-19 13:49:00+0530,25981.650390625,25981.80078125,25973.69921875,25977.150390625,0,nifty50,1min
2025-12-19 13:50:00+0530,25976.650390625,25977.44921875,25972.400390625,25976.099609375,0,nifty50,1min
2025-12-19 13:51:00+0530,25976.349609375,25980.650390625,25976.05078125,25978.75,0,nifty50,1min
2025-12-19 13:52:00+0530,25978.849609375,25981.94921875,25977.69921875,25980.69921875,0,nifty50,1min
2025-12-19 13:53:00+0530,25981.400390625,25981.5,25974.94921875,25976.44921875,0,nifty50,1min
2025-12-19 13:54:00+0530,25976.599609375,25978.19921875,25973.25,25973.25,0,nifty50,1min
2025-12-19 13:55:00+0530,25974.400390625,25976.30078125,25970.400390625,25972.05078125,0,nifty50,1min
2025-12-19 13:56:00+0530,25972.19921875,25974.55078125,25970.099609375,25974.099609375,0,nifty50,1min
2025-12-19 13:57:00+0530,25974.400390625,25979.25,25972.0,25977.44921875,0,nifty50,1min
2025-12-19 13:58:00+0530,25977.44921875,25978.5,25972.75,25974.900390625,0,nifty50,1min
2025-12-19 13:59:00+0530,25975.19921875,25978.25,25974.099609375,25975.849609375,0,nifty50,1min
2025-12-19 14:00:00+0530,25977.650390625,25981.19921875,25976.349609375,25980.55078125,0,nifty50,1min
2025-12-19 14:01:00+0530,25980.099609375,25983.849609375,25979.94921875,25982.5,0,nifty50,1min
2025-12-19 14:02:00+0530,25982.900390625,25982.900390625,25977.5,25977.55078125,0,nifty50,1min
2025-12-19 14:03:00+0530,25977.94921875,25979.5,25974.30078125,25974.55078125,0,nifty50,1min
2025-12-19 14:04:00+0530,25972.5,25974.80078125,25963.80078125,25968.94921875,0,nifty50,1min
2025-12-19 14:05:00+0530,25969.849609375,25972.5,25967.19921875,25971.19921875,0,nifty50,1min
2025-12-19 14:06:00+0530,25971.650390625,25973.5,25965.94921875,25966.349609375,0,nifty50,1min
2025-12-19 14:07:00+0530,25967.599609375,25969.25,25961.650390625,25962.849609375,0,nifty50,1min
2025-12-19 14:08:00+0530,25962.900390625,25969.19921875,25961.30078125,25968.599609375,0,nifty50,1min
2025-12-19 14:09:00+0530,25968.55078125,25971.94921875,25967.25,25967.25,0,nifty50,1min
2025-12-19 14:10:00+0530,25968.80078125,25969.650390625,25965.5,25966.599609375,0,nifty50,1min
2025-12-19 14:11:00+0530,25967.900390625,25967.900390625,25964.05078125,25964.849609375,0,nifty50,1min
